SYMBOL,company,product,region,country,industry,sector,gics_sector
000860.KS,강남제비스코,Equity,kr_kospi,South Korea,기타 화학제품 제조업,,Basic Materials
000880.KS,한화,Equity,kr_kospi,South Korea,기타 화학제품 제조업,,Industrials
000890.KS,보해양조,Equity,kr_kospi,South Korea,알코올음료 제조업,,Consumer Defensive
000910.KS,유니온,Equity,kr_kospi,South Korea,"시멘트, 석회, 플라스터 및 그 제품 제조업",,Basic Materials
000950.KS,전방,Equity,kr_kospi,South Korea,방적 및 가공사 제조업,,Consumer Cyclical
000970.KS,한국주철관공업,Equity,kr_kospi,South Korea,1차 철강 제조업,,Basic Materials
000990.KS,DB하이텍,Equity,kr_kospi,South Korea,반도체 제조업,,Technology
001020.KS,페이퍼코리아,Equity,kr_kospi,South Korea,"펄프, 종이 및 판지 제조업",,Basic Materials
001040.KS,CJ,Equity,kr_kospi,South Korea,기타 금융업,,Industrials
001060.KS,JW중외제약,Equity,kr_kospi,South Korea,의약품 제조업,,Healthcare
001070.KS,대한방직,Equity,kr_kospi,South Korea,직물직조 및 직물제품 제조업,,Consumer Cyclical
001080.KS,만호제강,Equity,kr_kospi,South Korea,1차 철강 제조업,,Basic Materials
001120.KS,LX인터내셔널,Equity,kr_kospi,South Korea,상품 중개업,,Industrials
001130.KS,대한제분,Equity,kr_kospi,South Korea,"곡물가공품, 전분 및 전분제품 제조업",,Consumer Defensive
001200.KS,유진증권,Equity,kr_kospi,South Korea,금융 지원 서비스업,,Financial Services
001210.KS,금호전기,Equity,kr_kospi,South Korea,전구 및 조명장치 제조업,,Industrials
001230.KS,동국홀딩스,Equity,kr_kospi,South Korea,기타 금융업,,Basic Materials
001250.KS,GS글로벌,Equity,kr_kospi,South Korea,상품 종합 도매업,,Industrials
001260.KS,남광토건,Equity,kr_kospi,South Korea,토목 건설업,,Industrials
001270.KS,부국증권,Equity,kr_kospi,South Korea,금융 지원 서비스업,,Financial Services
001290.KS,상상인증권,Equity,kr_kospi,South Korea,금융 지원 서비스업,,Financial Services
001340.KS,PKC,Equity,kr_kospi,South Korea,기초 화학물질 제조업,,Basic Materials
001360.KS,삼성제약,Equity,kr_kospi,South Korea,의약품 제조업,,Healthcare
001380.KS,SG글로벌,Equity,kr_kospi,South Korea,자동차 신품 부품 제조업,,Consumer Cyclical
001390.KS,KG케미칼,Equity,kr_kospi,South Korea,기초 화학물질 제조업,,Industrials
001420.KS,태원물산,Equity,kr_kospi,South Korea,자동차 신품 부품 제조업,,Consumer Cyclical
001430.KS,세아베스틸지주,Equity,kr_kospi,South Korea,1차 철강 제조업,,Basic Materials
001440.KS,대한전선,Equity,kr_kospi,South Korea,절연선 및 케이블 제조업,,Industrials
001450.KS,현대해상,Equity,kr_kospi,South Korea,보험업,,Financial Services
001460.KS,BYC,Equity,kr_kospi,South Korea,봉제의복 제조업,,Consumer Cyclical
001470.KS,삼부토건,Equity,kr_kospi,South Korea,토목 건설업,,Industrials
001500.KS,현대차증권,Equity,kr_kospi,South Korea,금융 지원 서비스업,,Financial Services
001510.KS,SK증권,Equity,kr_kospi,South Korea,금융 지원 서비스업,,Financial Services
001520.KS,동양,Equity,kr_kospi,South Korea,"시멘트, 석회, 플라스터 및 그 제품 제조업",,Basic Materials
001530.KS,디아이동일,Equity,kr_kospi,South Korea,상품 중개업,,Consumer Cyclical
001550.KS,조비,Equity,kr_kospi,South Korea,"비료, 농약 및 살균, 살충제 제조업",,Basic Materials
001560.KS,제일연마,Equity,kr_kospi,South Korea,기타 비금속 광물제품 제조업,,Industrials
001570.KS,금양,Equity,kr_kospi,South Korea,기초 화학물질 제조업,,Basic Materials
001620.KS,케이비아이동국실업,Equity,kr_kospi,South Korea,자동차 신품 부품 제조업,,Consumer Cyclical
001630.KS,종근당홀딩스,Equity,kr_kospi,South Korea,의약품 제조업,,Healthcare
001680.KS,대상,Equity,kr_kospi,South Korea,기타 식품 제조업,,Consumer Defensive
001720.KS,신영증권,Equity,kr_kospi,South Korea,금융 지원 서비스업,,Financial Services
001740.KS,SK네트웍스,Equity,kr_kospi,South Korea,기타 전문 도매업,,Industrials
001750.KS,한양증권,Equity,kr_kospi,South Korea,금융 지원 서비스업,,Financial Services
001770.KS,SHD,Equity,kr_kospi,South Korea,1차 철강 제조업,,Consumer Cyclical
001780.KS,알루코,Equity,kr_kospi,South Korea,1차 비철금속 제조업,,Basic Materials
001790.KS,대한제당,Equity,kr_kospi,South Korea,"곡물가공품, 전분 및 전분제품 제조업",,Consumer Defensive
001800.KS,오리온홀딩스,Equity,kr_kospi,South Korea,기타 금융업,,Consumer Defensive
001820.KS,삼화콘덴서공업,Equity,kr_kospi,South Korea,전자부품 제조업,,Technology
001940.KS,KISCO홀딩스,Equity,kr_kospi,South Korea,1차 철강 제조업,,Basic Materials
002020.KS,코오롱,Equity,kr_kospi,South Korea,기타 금융업,,Industrials
002030.KS,아세아,Equity,kr_kospi,South Korea,회사 본부 및 경영 컨설팅 서비스업,,Basic Materials
002070.KS,비비안,Equity,kr_kospi,South Korea,봉제의복 제조업,,Consumer Cyclical
002100.KS,경농,Equity,kr_kospi,South Korea,"비료, 농약 및 살균, 살충제 제조업",,Basic Materials
002140.KS,고려산업,Equity,kr_kospi,South Korea,"곡물가공품, 전분 및 전분제품 제조업",,Consumer Defensive
002150.KS,도화엔지니어링,Equity,kr_kospi,South Korea,"건축기술, 엔지니어링 및 관련 기술 서비스업",,Industrials
002170.KS,삼양통상,Equity,kr_kospi,South Korea,"가죽, 가방 및 유사제품 제조업",,Consumer Cyclical
002200.KS,한국수출포장공업,Equity,kr_kospi,South Korea,"골판지, 종이 상자 및 종이용기 제조업",,Consumer Cyclical
002210.KS,동성제약,Equity,kr_kospi,South Korea,의약품 제조업,,Healthcare
002220.KS,한일철강,Equity,kr_kospi,South Korea,1차 철강 제조업,,Basic Materials
002240.KS,고려제강,Equity,kr_kospi,South Korea,1차 철강 제조업,,Basic Materials
002310.KS,아세아제지,Equity,kr_kospi,South Korea,"골판지, 종이 상자 및 종이용기 제조업",,Basic Materials
002320.KS,한진,Equity,kr_kospi,South Korea,도로 화물 운송업,,Industrials
002350.KS,넥센타이어,Equity,kr_kospi,South Korea,고무제품 제조업,,Consumer Cyclical
002360.KS,SH에너지화학,Equity,kr_kospi,South Korea,기초 화학물질 제조업,,Basic Materials
002380.KS,케이씨씨,Equity,kr_kospi,South Korea,기타 화학제품 제조업,,Basic Materials
002390.KS,한독,Equity,kr_kospi,South Korea,의약품 제조업,,Healthcare
002410.KS,범양건영,Equity,kr_kospi,South Korea,건물 건설업,,Industrials
002420.KS,세기상사,Equity,kr_kospi,South Korea,연료 소매업,,Communication Services
002450.KS,삼익악기,Equity,kr_kospi,South Korea,악기 제조업,,Technology
002460.KS,HS화성,Equity,kr_kospi,South Korea,건물 건설업,,Industrials
002600.KS,조흥,Equity,kr_kospi,South Korea,기타 식품 제조업,,Consumer Defensive
002620.KS,제일파마홀딩스,Equity,kr_kospi,South Korea,회사 본부 및 경영 컨설팅 서비스업,,Healthcare
002630.KS,오리엔트바이오,Equity,kr_kospi,South Korea,의약품 제조업,,Healthcare
002690.KS,동일제강,Equity,kr_kospi,South Korea,1차 철강 제조업,,Basic Materials
002700.KS,신일전자,Equity,kr_kospi,South Korea,기계장비 및 관련 물품 도매업,,Consumer Cyclical
002710.KS,TCC스틸,Equity,kr_kospi,South Korea,1차 철강 제조업,,Basic Materials
002720.KS,국제약품,Equity,kr_kospi,South Korea,의약품 제조업,,Healthcare
002760.KS,보락,Equity,kr_kospi,South Korea,기타 화학제품 제조업,,Basic Materials
002780.KS,진흥기업,Equity,kr_kospi,South Korea,토목 건설업,,Industrials
002790.KS,아모레퍼시픽홀딩스,Equity,kr_kospi,South Korea,기타 화학제품 제조업,,Consumer Defensive
002810.KS,삼영무역,Equity,kr_kospi,South Korea,기타 전문 도매업,,Industrials
002820.KS,SUN&L,Equity,kr_kospi,South Korea,나무제품 제조업,,Basic Materials
002840.KS,미원상사,Equity,kr_kospi,South Korea,기타 화학제품 제조업,,Basic Materials
002870.KS,신풍,Equity,kr_kospi,South Korea,기타 전문 도매업,,Consumer Cyclical
002880.KS,대유에이텍,Equity,kr_kospi,South Korea,자동차 신품 부품 제조업,,Consumer Cyclical
002900.KS,TYM,Equity,kr_kospi,South Korea,특수 목적용 기계 제조업,,Industrials
002920.KS,유성기업,Equity,kr_kospi,South Korea,자동차 신품 부품 제조업,,Consumer Cyclical
002960.KS,한국쉘석유,Equity,kr_kospi,South Korea,석유 정제품 제조업,,Energy
002990.KS,금호건설,Equity,kr_kospi,South Korea,건물 건설업,,Industrials
003000.KS,부광약품,Equity,kr_kospi,South Korea,의약품 제조업,,Healthcare
003010.KS,혜인,Equity,kr_kospi,South Korea,기계장비 및 관련 물품 도매업,,Industrials
003030.KS,세아제강지주,Equity,kr_kospi,South Korea,기타 금융업,,Basic Materials
003060.KS,에이프로젠바이오로직스,Equity,kr_kospi,South Korea,의약품 제조업,,Healthcare
003070.KS,코오롱글로벌,Equity,kr_kospi,South Korea,토목 건설업,,Industrials
003080.KS,SB성보,Equity,kr_kospi,South Korea,"비료, 농약 및 살균, 살충제 제조업",,Basic Materials
003090.KS,대웅,Equity,kr_kospi,South Korea,의약품 제조업,,Healthcare
003120.KS,일성아이에스,Equity,kr_kospi,South Korea,의약품 제조업,,Healthcare
003160.KS,디아이,Equity,kr_kospi,South Korea,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",,Technology
003200.KS,일신방직,Equity,kr_kospi,South Korea,방적 및 가공사 제조업,,Consumer Cyclical
003220.KS,대원제약,Equity,kr_kospi,South Korea,의약품 제조업,,Healthcare
003230.KS,삼양식품,Equity,kr_kospi,South Korea,기타 식품 제조업,,Consumer Defensive
003240.KS,태광산업,Equity,kr_kospi,South Korea,화학섬유 제조업,,Basic Materials
003280.KS,흥아해운,Equity,kr_kospi,South Korea,해상 운송업,,Industrials
003300.KS,한일홀딩스,Equity,kr_kospi,South Korea,"시멘트, 석회, 플라스터 및 그 제품 제조업",,Basic Materials
003350.KS,한국화장품제조,Equity,kr_kospi,South Korea,기타 화학제품 제조업,,Consumer Defensive
003460.KS,유화증권,Equity,kr_kospi,South Korea,금융 지원 서비스업,,Financial Services
003470.KS,유안타증권,Equity,kr_kospi,South Korea,금융 지원 서비스업,,Financial Services
003480.KS,한진중공업홀딩스,Equity,kr_kospi,South Korea,연료용 가스 제조 및 배관공급업,,Industrials
003490.KS,대한항공,Equity,kr_kospi,South Korea,항공 여객 운송업,,Industrials
003520.KS,영진약품,Equity,kr_kospi,South Korea,의약품 제조업,,Healthcare
003530.KS,한화투자증권,Equity,kr_kospi,South Korea,금융 지원 서비스업,,Financial Services
003540.KS,대신증권,Equity,kr_kospi,South Korea,금융 지원 서비스업,,Financial Services
003550.KS,LG,Equity,kr_kospi,South Korea,기타 금융업,,Technology
003570.KS,SNT다이내믹스,Equity,kr_kospi,South Korea,자동차 신품 부품 제조업,,Industrials
003580.KS,HLB글로벌,Equity,kr_kospi,South Korea,종합 소매업,,Industrials
003610.KS,방림,Equity,kr_kospi,South Korea,직물직조 및 직물제품 제조업,,Consumer Cyclical
003620.KS,KG모빌리티,Equity,kr_kospi,South Korea,자동차용 엔진 및 자동차 제조업,,Consumer Cyclical
003650.KS,미창석유공업,Equity,kr_kospi,South Korea,석유 정제품 제조업,,Energy
003670.KS,포스코퓨처엠,Equity,kr_kospi,South Korea,일차전지 및 이차전지 제조업,,Industrials
003680.KS,한성기업,Equity,kr_kospi,South Korea,수산물 가공 및 저장 처리업,,Consumer Defensive
003690.KS,코리안리,Equity,kr_kospi,South Korea,재 보험업,,Financial Services
003720.KS,삼영,Equity,kr_kospi,South Korea,플라스틱제품 제조업,,Consumer Cyclical
003780.KS,진양산업,Equity,kr_kospi,South Korea,플라스틱제품 제조업,,Consumer Cyclical
003830.KS,대한화섬,Equity,kr_kospi,South Korea,화학섬유 제조업,,Consumer Cyclical
003850.KS,보령,Equity,kr_kospi,South Korea,의약품 제조업,,Healthcare
003920.KS,남양유업,Equity,kr_kospi,South Korea,동·식물성 유지 및 낙농제품 제조업,,Consumer Defensive
003960.KS,사조대림,Equity,kr_kospi,South Korea,수산물 가공 및 저장 처리업,,Consumer Defensive
004000.KS,롯데정밀화학,Equity,kr_kospi,South Korea,기초 화학물질 제조업,,Basic Materials
004020.KS,현대제철,Equity,kr_kospi,South Korea,1차 철강 제조업,,Basic Materials
004060.KS,SG세계물산,Equity,kr_kospi,South Korea,상품 종합 도매업,,Consumer Cyclical
004080.KS,신흥,Equity,kr_kospi,South Korea,기계장비 및 관련 물품 도매업,,Healthcare
004090.KS,한국석유공업,Equity,kr_kospi,South Korea,기타 비금속 광물제품 제조업,,Basic Materials
004100.KS,태양금속공업,Equity,kr_kospi,South Korea,자동차 신품 부품 제조업,,Consumer Cyclical
004140.KS,동방,Equity,kr_kospi,South Korea,기타 운송관련 서비스업,,Industrials
004150.KS,한솔홀딩스,Equity,kr_kospi,South Korea,기타 금융업,,Basic Materials
004170.KS,신세계,Equity,kr_kospi,South Korea,종합 소매업,,Consumer Cyclical
004250.KS,엔피씨,Equity,kr_kospi,South Korea,플라스틱제품 제조업,,Consumer Cyclical
004270.KS,남성,Equity,kr_kospi,South Korea,기타 전문 도매업,,Technology
004310.KS,현대약품,Equity,kr_kospi,South Korea,의약품 제조업,,Healthcare
004360.KS,세방,Equity,kr_kospi,South Korea,도로 화물 운송업,,Industrials
004370.KS,농심,Equity,kr_kospi,South Korea,기타 식품 제조업,,Consumer Defensive
004380.KS,삼익THK,Equity,kr_kospi,South Korea,일반 목적용 기계 제조업,,Technology
004410.KS,서울식품공업,Equity,kr_kospi,South Korea,기타 식품 제조업,,Consumer Defensive
004430.KS,송원산업,Equity,kr_kospi,South Korea,기타 화학제품 제조업,,Basic Materials
004440.KS,삼일씨엔에스,Equity,kr_kospi,South Korea,"시멘트, 석회, 플라스터 및 그 제품 제조업",,Basic Materials
004450.KS,삼화왕관,Equity,kr_kospi,South Korea,기타 금속 가공제품 제조업,,Consumer Cyclical
004490.KS,세방전지,Equity,kr_kospi,South Korea,일차전지 및 이차전지 제조업,,Industrials
004540.KS,깨끗한나라,Equity,kr_kospi,South Korea,"펄프, 종이 및 판지 제조업",,Basic Materials
004560.KS,현대비앤지스틸,Equity,kr_kospi,South Korea,1차 철강 제조업,,Basic Materials
004690.KS,삼천리,Equity,kr_kospi,South Korea,연료용 가스 제조 및 배관공급업,,Utilities
004700.KS,조광피혁,Equity,kr_kospi,South Korea,"가죽, 가방 및 유사제품 제조업",,Consumer Cyclical
004710.KS,한솔테크닉스,Equity,kr_kospi,South Korea,전자부품 제조업,,Technology
004720.KS,팜젠사이언스,Equity,kr_kospi,South Korea,의약품 제조업,,Healthcare
004770.KS,써니전자,Equity,kr_kospi,South Korea,전자부품 제조업,,Technology
004800.KS,효성,Equity,kr_kospi,South Korea,기타 금융업,,Industrials
004830.KS,덕성,Equity,kr_kospi,South Korea,플라스틱제품 제조업,,Consumer Cyclical
004840.KS,DRB동일,Equity,kr_kospi,South Korea,고무제품 제조업,,Consumer Cyclical
004870.KS,티웨이홀딩스,Equity,kr_kospi,South Korea,"시멘트, 석회, 플라스터 및 그 제품 제조업",,Basic Materials
004890.KS,동일산업,Equity,kr_kospi,South Korea,1차 철강 제조업,,Basic Materials
004910.KS,조광페인트,Equity,kr_kospi,South Korea,기타 화학제품 제조업,,Basic Materials
004920.KS,씨아이테크,Equity,kr_kospi,South Korea,영상 및 음향기기 제조업,,Technology
004960.KS,한신공영,Equity,kr_kospi,South Korea,건물 건설업,,Industrials
004970.KS,신라교역,Equity,kr_kospi,South Korea,어로 어업,,Consumer Defensive
004980.KS,성신양회,Equity,kr_kospi,South Korea,"시멘트, 석회, 플라스터 및 그 제품 제조업",,Basic Materials
004990.KS,롯데지주,Equity,kr_kospi,South Korea,기타 금융업,,Consumer Defensive
005010.KS,휴스틸,Equity,kr_kospi,South Korea,1차 철강 제조업,,Basic Materials
005030.KS,부산주공,Equity,kr_kospi,South Korea,자동차 신품 부품 제조업,,
005070.KS,코스모신소재,Equity,kr_kospi,South Korea,기타 화학제품 제조업,,Basic Materials
005090.KS,SGC에너지,Equity,kr_kospi,South Korea,전기업,,Industrials
005110.KS,한창,Equity,kr_kospi,South Korea,기계장비 및 관련 물품 도매업,,
005180.KS,빙그레,Equity,kr_kospi,South Korea,동·식물성 유지 및 낙농제품 제조업,,Consumer Defensive
005250.KS,녹십자홀딩스,Equity,kr_kospi,South Korea,회사 본부 및 경영 컨설팅 서비스업,,Healthcare
005300.KS,롯데칠성음료,Equity,kr_kospi,South Korea,비알코올음료 및 얼음 제조업,,Consumer Defensive
005320.KS,온타이드,Equity,kr_kospi,South Korea,생활용품 도매업,,Consumer Cyclical
005360.KS,모나미,Equity,kr_kospi,South Korea,생활용품 도매업,,Consumer Cyclical
005380.KS,현대자동차,Equity,kr_kospi,South Korea,자동차용 엔진 및 자동차 제조업,,Consumer Cyclical
005420.KS,코스모화학,Equity,kr_kospi,South Korea,기타 화학제품 제조업,,Basic Materials
005430.KS,한국공항,Equity,kr_kospi,South Korea,기타 운송관련 서비스업,,Industrials
005440.KS,현대지에프홀딩스,Equity,kr_kospi,South Korea,기타 금융업,,Consumer Defensive
005490.KS,POSCO홀딩스,Equity,kr_kospi,South Korea,1차 철강 제조업,,Basic Materials
005500.KS,삼진제약,Equity,kr_kospi,South Korea,의약품 제조업,,Healthcare
005610.KS,SPC삼립,Equity,kr_kospi,South Korea,기타 식품 제조업,,Consumer Defensive
005680.KS,삼영전자공업,Equity,kr_kospi,South Korea,전자부품 제조업,,Technology
005690.KS,파미셀,Equity,kr_kospi,South Korea,기초 의약물질 제조업,,Healthcare
005720.KS,넥센,Equity,kr_kospi,South Korea,고무제품 제조업,,Consumer Cyclical
005740.KS,크라운해태홀딩스,Equity,kr_kospi,South Korea,기타 금융업,,Consumer Defensive
005750.KS,대림바스,Equity,kr_kospi,South Korea,"내화, 비내화 요업제품 제조업",,Industrials
005800.KS,신영와코루,Equity,kr_kospi,South Korea,봉제의복 제조업,,Consumer Cyclical
005810.KS,풍산홀딩스,Equity,kr_kospi,South Korea,기타 금융업,,Basic Materials
005820.KS,원림,Equity,kr_kospi,South Korea,직물직조 및 직물제품 제조업,,Consumer Cyclical
005830.KS,DB손해보험,Equity,kr_kospi,South Korea,보험업,,Financial Services
005850.KS,에스엘,Equity,kr_kospi,South Korea,자동차 신품 부품 제조업,,Consumer Cyclical
005870.KS,휴니드테크놀러지스,Equity,kr_kospi,South Korea,통신 및 방송 장비 제조업,,Technology
005880.KS,대한해운,Equity,kr_kospi,South Korea,해상 운송업,,Industrials
005930.KS,삼성전자,Equity,kr_kospi,South Korea,통신 및 방송 장비 제조업,,Technology
005940.KS,NH투자증권,Equity,kr_kospi,South Korea,금융 지원 서비스업,,Financial Services
005950.KS,이수화학,Equity,kr_kospi,South Korea,기초 화학물질 제조업,,Basic Materials
005960.KS,동부건설,Equity,kr_kospi,South Korea,토목 건설업,,Industrials
006040.KS,동원산업,Equity,kr_kospi,South Korea,기타 금융업,,Consumer Defensive
006060.KS,화승인더스트리,Equity,kr_kospi,South Korea,상품 종합 도매업,,Consumer Cyclical
006090.KS,사조오양,Equity,kr_kospi,South Korea,수산물 가공 및 저장 처리업,,Consumer Defensive
006110.KS,삼아알미늄,Equity,kr_kospi,South Korea,1차 비철금속 제조업,,Basic Materials
006120.KS,SK디스커버리,Equity,kr_kospi,South Korea,기타 금융업,,Energy
006200.KS,한국전자홀딩스,Equity,kr_kospi,South Korea,기타 금융업,,Technology
006220.KS,제주은행,Equity,kr_kospi,South Korea,은행 및 저축기관,,Financial Services
006260.KS,LS,Equity,kr_kospi,South Korea,기타 금융업,,Industrials
006280.KS,녹십자,Equity,kr_kospi,South Korea,의약품 제조업,,Healthcare
006340.KS,대원전선,Equity,kr_kospi,South Korea,절연선 및 케이블 제조업,,Industrials
006360.KS,GS건설,Equity,kr_kospi,South Korea,건물 건설업,,Industrials
006370.KS,대구백화점,Equity,kr_kospi,South Korea,종합 소매업,,Consumer Cyclical
006380.KS,카프로,Equity,kr_kospi,South Korea,기초 화학물질 제조업,,
006400.KS,삼성SDI,Equity,kr_kospi,South Korea,일차전지 및 이차전지 제조업,,Industrials
006490.KS,인스코비,Equity,kr_kospi,South Korea,전기 통신업,,Communication Services
006570.KS,대림통상,Equity,kr_kospi,South Korea,기타 금속 가공제품 제조업,,Consumer Defensive
006650.KS,대한유화,Equity,kr_kospi,South Korea,기초 화학물질 제조업,,Basic Materials
006660.KS,삼성공조,Equity,kr_kospi,South Korea,자동차 신품 부품 제조업,,Consumer Cyclical
006740.KS,블루산업개발,Equity,kr_kospi,South Korea,"골판지, 종이 상자 및 종이용기 제조업",,Basic Materials
006800.KS,미래에셋증권,Equity,kr_kospi,South Korea,금융 지원 서비스업,,Financial Services
006840.KS,AK홀딩스,Equity,kr_kospi,South Korea,기타 금융업,,Basic Materials
006880.KS,신송홀딩스,Equity,kr_kospi,South Korea,산업용 농·축산물 및 동·식물 도매업,,Industrials
006890.KS,태경케미컬,Equity,kr_kospi,South Korea,기초 화학물질 제조업,,Utilities
006980.KS,우성,Equity,kr_kospi,South Korea,"곡물가공품, 전분 및 전분제품 제조업",,Consumer Defensive
007070.KS,GS리테일,Equity,kr_kospi,South Korea,종합 소매업,,Consumer Cyclical
007110.KS,일신석재,Equity,kr_kospi,South Korea,"건축자재, 철물 및 난방장치 도매업",,Industrials
007120.KS,미래아이앤지,Equity,kr_kospi,South Korea,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",,Industrials
007160.KS,사조산업,Equity,kr_kospi,South Korea,수산물 가공 및 저장 처리업,,Consumer Defensive
007210.KS,벽산,Equity,kr_kospi,South Korea,기타 비금속 광물제품 제조업,,Industrials
007280.KS,한국특강,Equity,kr_kospi,South Korea,1차 철강 제조업,,Basic Materials
007310.KS,오뚜기,Equity,kr_kospi,South Korea,기타 식품 제조업,,Consumer Defensive
007340.KS,DN오토모티브,Equity,kr_kospi,South Korea,일차전지 및 이차전지 제조업,,Consumer Cyclical
007460.KS,에이프로젠,Equity,kr_kospi,South Korea,기타 금속 가공제품 제조업,,Industrials
007540.KS,샘표,Equity,kr_kospi,South Korea,기타 금융업,,Consumer Defensive
007570.KS,일양약품,Equity,kr_kospi,South Korea,의약품 제조업,,Healthcare
007590.KS,동방아그로,Equity,kr_kospi,South Korea,"비료, 농약 및 살균, 살충제 제조업",,Basic Materials
007610.KS,선도전기,Equity,kr_kospi,South Korea,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",,
007660.KS,이수페타시스,Equity,kr_kospi,South Korea,전자부품 제조업,,Technology
007690.KS,국도화학,Equity,kr_kospi,South Korea,기초 화학물질 제조업,,Basic Materials
007700.KS,F&F 홀딩스,Equity,kr_kospi,South Korea,기타 금융업,,Consumer Cyclical
007810.KS,코리아써키트,Equity,kr_kospi,South Korea,전자부품 제조업,,Technology
007860.KS,서연,Equity,kr_kospi,South Korea,기타 금융업,,Consumer Cyclical
007980.KS,TP,Equity,kr_kospi,South Korea,봉제의복 제조업,,Consumer Cyclical
008040.KS,사조동아원,Equity,kr_kospi,South Korea,"곡물가공품, 전분 및 전분제품 제조업",,Consumer Defensive
008060.KS,대덕,Equity,kr_kospi,South Korea,기타 금융업,,Technology
008110.KS,대동전자,Equity,kr_kospi,South Korea,통신 및 방송 장비 제조업,,Industrials
008250.KS,이건산업,Equity,kr_kospi,South Korea,나무제품 제조업,,Basic Materials
008260.KS,NI스틸,Equity,kr_kospi,South Korea,1차 철강 제조업,,Basic Materials
008350.KS,남선알미늄,Equity,kr_kospi,South Korea,1차 비철금속 제조업,,Industrials
008420.KS,문배철강,Equity,kr_kospi,South Korea,1차 철강 제조업,,Basic Materials
008490.KS,서흥,Equity,kr_kospi,South Korea,기타 화학제품 제조업,,Healthcare
008500.KS,일정실업,Equity,kr_kospi,South Korea,편조원단 제조업,,Consumer Cyclical
008600.KS,윌비스,Equity,kr_kospi,South Korea,생활용품 도매업,,Consumer Cyclical
008700.KS,아남전자,Equity,kr_kospi,South Korea,영상 및 음향기기 제조업,,Technology
008730.KS,율촌화학,Equity,kr_kospi,South Korea,플라스틱제품 제조업,,Consumer Cyclical
008770.KS,호텔신라,Equity,kr_kospi,South Korea,기타 상품 전문 소매업,,Consumer Cyclical
008870.KS,금비,Equity,kr_kospi,South Korea,유리 및 유리제품 제조업,,Consumer Cyclical
008930.KS,한미사이언스,Equity,kr_kospi,South Korea,기타 금융업,,Healthcare
008970.KS,KBI동양철관,Equity,kr_kospi,South Korea,1차 철강 제조업,,Basic Materials
009070.KS,케이씨티시,Equity,kr_kospi,South Korea,도로 화물 운송업,,Industrials
009140.KS,경인전자,Equity,kr_kospi,South Korea,전자부품 제조업,,Technology
009150.KS,삼성전기,Equity,kr_kospi,South Korea,전자부품 제조업,,Technology
009160.KS,SIMPAC,Equity,kr_kospi,South Korea,1차 철강 제조업,,Industrials
009180.KS,한솔로지스틱스,Equity,kr_kospi,South Korea,기타 운송관련 서비스업,,Industrials
009190.KS,대양금속,Equity,kr_kospi,South Korea,1차 철강 제조업,,Basic Materials
009200.KS,무림페이퍼,Equity,kr_kospi,South Korea,"펄프, 종이 및 판지 제조업",,Basic Materials
009240.KS,한샘,Equity,kr_kospi,South Korea,생활용품 도매업,,Consumer Cyclical
009270.KS,신원,Equity,kr_kospi,South Korea,봉제의복 제조업,,Consumer Cyclical
009290.KS,광동제약,Equity,kr_kospi,South Korea,의약품 제조업,,Consumer Defensive
009310.KS,참엔지니어링,Equity,kr_kospi,South Korea,특수 목적용 기계 제조업,,Technology
009320.KS,아진전자부품,Equity,kr_kospi,South Korea,자동차 신품 부품 제조업,,Consumer Cyclical
009410.KS,태영건설,Equity,kr_kospi,South Korea,토목 건설업,,Industrials
009420.KS,한올바이오파마,Equity,kr_kospi,South Korea,의약품 제조업,,Healthcare
009440.KS,KC그린홀딩스,Equity,kr_kospi,South Korea,기타 금융업,,Industrials
009450.KS,경동나비엔,Equity,kr_kospi,South Korea,가정용 기기 제조업,,Industrials
009460.KS,한창제지,Equity,kr_kospi,South Korea,"펄프, 종이 및 판지 제조업",,Basic Materials
009470.KS,삼화전기,Equity,kr_kospi,South Korea,전자부품 제조업,,Technology
009540.KS,HD한국조선해양,Equity,kr_kospi,South Korea,기타 금융업,,Industrials
009580.KS,무림P&P,Equity,kr_kospi,South Korea,"펄프, 종이 및 판지 제조업",,Basic Materials
009680.KS,모토닉,Equity,kr_kospi,South Korea,자동차 신품 부품 제조업,,Consumer Cyclical
009770.KS,삼정펄프,Equity,kr_kospi,South Korea,"펄프, 종이 및 판지 제조업",,Basic Materials
009810.KS,플레이그램,Equity,kr_kospi,South Korea,기타 전문 도매업,,Industrials
009830.KS,한화솔루션,Equity,kr_kospi,South Korea,기초 화학물질 제조업,,Technology
009900.KS,명신산업,Equity,kr_kospi,South Korea,자동차 신품 부품 제조업,,Consumer Cyclical
009970.KS,영원무역홀딩스,Equity,kr_kospi,South Korea,기타 금융업,,Consumer Cyclical
010040.KS,한국내화,Equity,kr_kospi,South Korea,"내화, 비내화 요업제품 제조업",,Industrials
010060.KS,OCI홀딩스,Equity,kr_kospi,South Korea,기타 금융업,,Financial Services
010100.KS,한국무브넥스,Equity,kr_kospi,South Korea,자동차 신품 부품 제조업,,Consumer Cyclical
010120.KS,엘에스일렉트릭,Equity,kr_kospi,South Korea,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",,Industrials
010130.KS,고려아연,Equity,kr_kospi,South Korea,1차 비철금속 제조업,,Basic Materials
