SYMBOL,company,product,region,country,industry,sector,gics_sector
4551.TW,,Equity,tw_twse,Taiwan,Auto Parts,,Consumer Cyclical
4552.TW,,Equity,tw_twse,Taiwan,Specialty Industrial Machinery,,Industrials
4555.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
4557.TW,,Equity,tw_twse,Taiwan,Auto Parts,,Consumer Cyclical
4560.TW,,Equity,tw_twse,Taiwan,Tools & Accessories,,Industrials
4562.TW,,Equity,tw_twse,Taiwan,Specialty Industrial Machinery,,Industrials
4564.TW,,Equity,tw_twse,Taiwan,"Furnishings, Fixtures & Appliances",,Consumer Cyclical
4566.TW,,Equity,tw_twse,Taiwan,Specialty Industrial Machinery,,Industrials
4569.TW,,Equity,tw_twse,Taiwan,Metal Fabrication,,Industrials
4571.TW,,Equity,tw_twse,Taiwan,Tools & Accessories,,Industrials
4572.TW,,Equity,tw_twse,Taiwan,Aerospace & Defense,,Industrials
4576.TW,,Equity,tw_twse,Taiwan,Electrical Equipment & Parts,,Industrials
4581.TW,,Equity,tw_twse,Taiwan,Auto Parts,,Consumer Cyclical
4583.TW,,Equity,tw_twse,Taiwan,Specialty Industrial Machinery,,Industrials
4585.TW,,Equity,tw_twse,Taiwan,Specialty Industrial Machinery,,Industrials
4588.TW,,Equity,tw_twse,Taiwan,Electrical Equipment & Parts,,Industrials
4720.TW,,Equity,tw_twse,Taiwan,Specialty Chemicals,,Basic Materials
4722.TW,,Equity,tw_twse,Taiwan,Specialty Chemicals,,Basic Materials
4736.TW,,Equity,tw_twse,Taiwan,Medical Devices,,Healthcare
4737.TW,,Equity,tw_twse,Taiwan,Medical Instruments & Supplies,,Healthcare
4739.TW,,Equity,tw_twse,Taiwan,Specialty Chemicals,,Basic Materials
4746.TW,,Equity,tw_twse,Taiwan,Drug Manufacturers - Specialty & Generic,,Healthcare
4755.TW,,Equity,tw_twse,Taiwan,Specialty Chemicals,,Basic Materials
4763.TW,,Equity,tw_twse,Taiwan,Specialty Chemicals,,Basic Materials
4764.TW,,Equity,tw_twse,Taiwan,Specialty Chemicals,,Basic Materials
4766.TW,,Equity,tw_twse,Taiwan,Specialty Chemicals,,Basic Materials
4770.TW,,Equity,tw_twse,Taiwan,Specialty Chemicals,,Basic Materials
4771.TW,,Equity,tw_twse,Taiwan,Medical Instruments & Supplies,,Healthcare
4807.TW,,Equity,tw_twse,Taiwan,Luxury Goods,,Consumer Cyclical
4904.TW,,Equity,tw_twse,Taiwan,Telecom Services,,Communication Services
4906.TW,,Equity,tw_twse,Taiwan,Communication Equipment,,Technology
4912.TW,,Equity,tw_twse,Taiwan,Metal Fabrication,,Industrials
4915.TW,,Equity,tw_twse,Taiwan,Consumer Electronics,,Technology
4916.TW,,Equity,tw_twse,Taiwan,Computer Hardware,,Technology
4919.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
4927.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
4930.TW,,Equity,tw_twse,Taiwan,"Furnishings, Fixtures & Appliances",,Consumer Cyclical
4934.TW,,Equity,tw_twse,Taiwan,Solar,,Technology
4935.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
4938.TW,,Equity,tw_twse,Taiwan,Computer Hardware,,Technology
4942.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
4943.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
4949.TW,,Equity,tw_twse,Taiwan,Solar,,Technology
4952.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
4956.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
4958.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
4960.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
4961.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
4967.TW,,Equity,tw_twse,Taiwan,Computer Hardware,,Technology
4968.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
4976.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
4977.TW,,Equity,tw_twse,Taiwan,Computer Hardware,,Technology
4989.TW,,Equity,tw_twse,Taiwan,Copper,,Basic Materials
4994.TW,,Equity,tw_twse,Taiwan,Electronic Gaming & Multimedia,,Communication Services
4999.TW,,Equity,tw_twse,Taiwan,Tools & Accessories,,Industrials
5007.TW,,Equity,tw_twse,Taiwan,Tools & Accessories,,Industrials
5203.TW,,Equity,tw_twse,Taiwan,Software - Application,,Technology
5215.TW,,Equity,tw_twse,Taiwan,Computer Hardware,,Technology
5222.TW,,Equity,tw_twse,Taiwan,Semiconductor Equipment & Materials,,Technology
5225.TW,,Equity,tw_twse,Taiwan,Consumer Electronics,,Technology
5234.TW,,Equity,tw_twse,Taiwan,Specialty Chemicals,,Basic Materials
5243.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
5244.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
5258.TW,,Equity,tw_twse,Taiwan,Business Equipment & Supplies,,Industrials
5269.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
5283.TW,,Equity,tw_twse,Taiwan,Consumer Electronics,,Technology
5284.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
5285.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
5288.TW,,Equity,tw_twse,Taiwan,Conglomerates,,Industrials
5292.TW,,Equity,tw_twse,Taiwan,Pollution & Treatment Controls,,Industrials
5306.TW,,Equity,tw_twse,Taiwan,Auto Parts,,Consumer Cyclical
5388.TW,,Equity,tw_twse,Taiwan,Communication Equipment,,Technology
5434.TW,,Equity,tw_twse,Taiwan,Electronics & Computer Distribution,,Technology
5469.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
5471.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
5484.TW,,Equity,tw_twse,Taiwan,Security & Protection Services,,Industrials
5515.TW,,Equity,tw_twse,Taiwan,Engineering & Construction,,Industrials
5519.TW,,Equity,tw_twse,Taiwan,Engineering & Construction,,Industrials
5521.TW,,Equity,tw_twse,Taiwan,Engineering & Construction,,Industrials
5522.TW,,Equity,tw_twse,Taiwan,Real Estate - Development,,Real Estate
5525.TW,,Equity,tw_twse,Taiwan,Real Estate - Development,,Real Estate
5531.TW,,Equity,tw_twse,Taiwan,Engineering & Construction,,Industrials
5533.TW,,Equity,tw_twse,Taiwan,Real Estate Services,,Real Estate
5534.TW,,Equity,tw_twse,Taiwan,Real Estate - Development,,Real Estate
5538.TW,,Equity,tw_twse,Taiwan,Steel,,Basic Materials
5546.TW,,Equity,tw_twse,Taiwan,Building Materials,,Basic Materials
5607.TW,,Equity,tw_twse,Taiwan,Specialty Business Services,,Industrials
5608.TW,,Equity,tw_twse,Taiwan,Marine Shipping,,Industrials
5706.TW,,Equity,tw_twse,Taiwan,Travel Services,,Consumer Cyclical
5871.TW,,Equity,tw_twse,Taiwan,Credit Services,,Financial Services
5876.TW,,Equity,tw_twse,Taiwan,Banks - Regional,,Financial Services
5880.TW,,Equity,tw_twse,Taiwan,Banks - Regional,,Financial Services
5906.TW,,Equity,tw_twse,Taiwan,Apparel Manufacturing,,Consumer Cyclical
5907.TW,,Equity,tw_twse,Taiwan,Department Stores,,Consumer Cyclical
6005.TW,,Equity,tw_twse,Taiwan,Capital Markets,,Financial Services
6024.TW,,Equity,tw_twse,Taiwan,Capital Markets,,Financial Services
6108.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6112.TW,,Equity,tw_twse,Taiwan,Information Technology Services,,Technology
6115.TW,,Equity,tw_twse,Taiwan,Electrical Equipment & Parts,,Industrials
6116.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6117.TW,,Equity,tw_twse,Taiwan,Computer Hardware,,Technology
6120.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6128.TW,,Equity,tw_twse,Taiwan,Business Equipment & Supplies,,Industrials
6133.TW,,Equity,tw_twse,Taiwan,Electrical Equipment & Parts,,Industrials
6136.TW,,Equity,tw_twse,Taiwan,Advertising Agencies,,Communication Services
6139.TW,,Equity,tw_twse,Taiwan,Engineering & Construction,,Industrials
6141.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6142.TW,,Equity,tw_twse,Taiwan,Communication Equipment,,Technology
6152.TW,,Equity,tw_twse,Taiwan,Communication Equipment,,Technology
6153.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6155.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6164.TW,,Equity,tw_twse,Taiwan,Electrical Equipment & Parts,,Industrials
6165.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6166.TW,,Equity,tw_twse,Taiwan,Computer Hardware,,Technology
6168.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
6176.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6177.TW,,Equity,tw_twse,Taiwan,Real Estate - Development,,Real Estate
6183.TW,,Equity,tw_twse,Taiwan,Specialty Business Services,,Industrials
6184.TW,,Equity,tw_twse,Taiwan,Entertainment,,Communication Services
6189.TW,,Equity,tw_twse,Taiwan,Electronics & Computer Distribution,,Technology
6191.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6192.TW,,Equity,tw_twse,Taiwan,Industrial Distribution,,Industrials
6196.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6197.TW,,Equity,tw_twse,Taiwan,Computer Hardware,,Technology
6201.TW,,Equity,tw_twse,Taiwan,"Furnishings, Fixtures & Appliances",,Consumer Cyclical
6202.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
6205.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6206.TW,,Equity,tw_twse,Taiwan,Computer Hardware,,Technology
6209.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6213.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6214.TW,,Equity,tw_twse,Taiwan,Information Technology Services,,Technology
6215.TW,,Equity,tw_twse,Taiwan,Specialty Industrial Machinery,,Industrials
6216.TW,,Equity,tw_twse,Taiwan,Communication Equipment,,Technology
6224.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6225.TW,,Equity,tw_twse,Taiwan,Consumer Electronics,,Technology
6226.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6230.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6235.TW,,Equity,tw_twse,Taiwan,Metal Fabrication,,Industrials
6239.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
6243.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
6257.TW,,Equity,tw_twse,Taiwan,Semiconductor Equipment & Materials,,Technology
6269.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6271.TW,,Equity,tw_twse,Taiwan,Semiconductor Equipment & Materials,,Technology
6272.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6277.TW,,Equity,tw_twse,Taiwan,Computer Hardware,,Technology
6278.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
6281.TW,,Equity,tw_twse,Taiwan,Specialty Retail,,Consumer Cyclical
6282.TW,,Equity,tw_twse,Taiwan,Electrical Equipment & Parts,,Industrials
6283.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6285.TW,,Equity,tw_twse,Taiwan,Communication Equipment,,Technology
6405.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6409.TW,,Equity,tw_twse,Taiwan,Electrical Equipment & Parts,,Industrials
6412.TW,,Equity,tw_twse,Taiwan,Electrical Equipment & Parts,,Industrials
6414.TW,,Equity,tw_twse,Taiwan,Computer Hardware,,Technology
6415.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
6416.TW,,Equity,tw_twse,Taiwan,Communication Equipment,,Technology
6426.TW,,Equity,tw_twse,Taiwan,Communication Equipment,,Technology
6431.TW,,Equity,tw_twse,Taiwan,Household & Personal Products,,Consumer Defensive
6438.TW,,Equity,tw_twse,Taiwan,Specialty Industrial Machinery,,Industrials
6442.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6443.TW,,Equity,tw_twse,Taiwan,Solar,,Technology
6446.TW,,Equity,tw_twse,Taiwan,Drug Manufacturers - Specialty & Generic,,Healthcare
6449.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6451.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
6456.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6464.TW,,Equity,tw_twse,Taiwan,Entertainment,,Communication Services
6472.TW,,Equity,tw_twse,Taiwan,Drug Manufacturers - Specialty & Generic,,Healthcare
6477.TW,,Equity,tw_twse,Taiwan,Solar,,Technology
6491.TW,,Equity,tw_twse,Taiwan,Medical Instruments & Supplies,,Healthcare
6504.TW,,Equity,tw_twse,Taiwan,Household & Personal Products,,Consumer Defensive
6505.TW,,Equity,tw_twse,Taiwan,Oil & Gas Refining & Marketing,,Energy
6515.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
6525.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
6526.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
6531.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
6533.TW,,Equity,tw_twse,Taiwan,Semiconductor Equipment & Materials,,Technology
6534.TW,,Equity,tw_twse,Taiwan,Agricultural Inputs,,Basic Materials
6541.TW,,Equity,tw_twse,Taiwan,Biotechnology,,Healthcare
6550.TW,,Equity,tw_twse,Taiwan,Biotechnology,,Healthcare
6552.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
6558.TW,,Equity,tw_twse,Taiwan,Electrical Equipment & Parts,,Industrials
6573.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
6579.TW,,Equity,tw_twse,Taiwan,Computer Hardware,,Technology
6581.TW,,Equity,tw_twse,Taiwan,Waste Management,,Industrials
6582.TW,,Equity,tw_twse,Taiwan,Specialty Chemicals,,Basic Materials
6585.TW,,Equity,tw_twse,Taiwan,Specialty Chemicals,,Basic Materials
6589.TW,,Equity,tw_twse,Taiwan,Biotechnology,,Healthcare
6591.TW,,Equity,tw_twse,Taiwan,Computer Hardware,,Technology
6592.TW,,Equity,tw_twse,Taiwan,Credit Services,,Financial Services
6598.TW,,Equity,tw_twse,Taiwan,Medical Devices,,Healthcare
6605.TW,,Equity,tw_twse,Taiwan,Auto Parts,,Consumer Cyclical
6606.TW,,Equity,tw_twse,Taiwan,Specialty Industrial Machinery,,Industrials
6614.TW,,Equity,tw_twse,Taiwan,Information Technology Services,,Technology
6625.TW,,Equity,tw_twse,Taiwan,Entertainment,,Communication Services
6641.TW,,Equity,tw_twse,Taiwan,Pollution & Treatment Controls,,Industrials
6645.TW,,Equity,tw_twse,Taiwan,Diagnostics & Research,,Healthcare
6655.TW,,Equity,tw_twse,Taiwan,Lumber & Wood Production,,Basic Materials
6657.TW,,Equity,tw_twse,Taiwan,Biotechnology,,Healthcare
6658.TW,,Equity,tw_twse,Taiwan,Semiconductor Equipment & Materials,,Technology
6666.TW,,Equity,tw_twse,Taiwan,Household & Personal Products,,Consumer Defensive
6668.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6669.TW,,Equity,tw_twse,Taiwan,Computer Hardware,,Technology
6670.TW,,Equity,tw_twse,Taiwan,Leisure,,Consumer Cyclical
6671.TW,,Equity,tw_twse,Taiwan,Household & Personal Products,,Consumer Defensive
6672.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6674.TW,,Equity,tw_twse,Taiwan,Communication Equipment,,Technology
6689.TW,,Equity,tw_twse,Taiwan,Software - Infrastructure,,Technology
6691.TW,,Equity,tw_twse,Taiwan,Engineering & Construction,,Industrials
6695.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
6698.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6706.TW,,Equity,tw_twse,Taiwan,Specialty Industrial Machinery,,Industrials
6715.TW,,Equity,tw_twse,Taiwan,Communication Equipment,,Technology
6719.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
6722.TW,,Equity,tw_twse,Taiwan,Auto Parts,,Consumer Cyclical
6742.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6743.TW,,Equity,tw_twse,Taiwan,Consumer Electronics,,Technology
6753.TW,,Equity,tw_twse,Taiwan,Aerospace & Defense,,Industrials
6754.TW,,Equity,tw_twse,Taiwan,Consulting Services,,Industrials
6756.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6757.TW,,Equity,tw_twse,Taiwan,Airlines,,Industrials
6768.TW,,Equity,tw_twse,Taiwan,Footwear & Accessories,,Consumer Cyclical
6770.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
6771.TW,,Equity,tw_twse,Taiwan,Waste Management,,Industrials
6776.TW,,Equity,tw_twse,Taiwan,Electronics & Computer Distribution,,Technology
6781.TW,,Equity,tw_twse,Taiwan,Electrical Equipment & Parts,,Industrials
6782.TW,,Equity,tw_twse,Taiwan,Medical Instruments & Supplies,,Healthcare
6789.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
6790.TW,,Equity,tw_twse,Taiwan,Household & Personal Products,,Consumer Defensive
6792.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6794.TW,,Equity,tw_twse,Taiwan,Biotechnology,,Healthcare
6796.TW,,Equity,tw_twse,Taiwan,Medical Devices,,Healthcare
6799.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
6805.TW,,Equity,tw_twse,Taiwan,Computer Hardware,,Technology
6806.TW,,Equity,tw_twse,Taiwan,Utilities - Renewable,,Utilities
6807.TW,,Equity,tw_twse,Taiwan,"Furnishings, Fixtures & Appliances",,Consumer Cyclical
6830.TW,,Equity,tw_twse,Taiwan,Semiconductor Equipment & Materials,,Technology
6831.TW,,Equity,tw_twse,Taiwan,Specialty Industrial Machinery,,Industrials
6834.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6835.TW,,Equity,tw_twse,Taiwan,Electrical Equipment & Parts,,Industrials
6838.TW,,Equity,tw_twse,Taiwan,Biotechnology,,Healthcare
6854.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6861.TW,,Equity,tw_twse,Taiwan,Medical Devices,,Healthcare
6862.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6863.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6869.TW,,Equity,tw_twse,Taiwan,Utilities - Renewable,,Utilities
6873.TW,,Equity,tw_twse,Taiwan,Engineering & Construction,,Industrials
6885.TW,,Equity,tw_twse,Taiwan,Biotechnology,,Healthcare
6887.TW,,Equity,tw_twse,Taiwan,Waste Management,,Industrials
6890.TW,,Equity,tw_twse,Taiwan,Footwear & Accessories,,Consumer Cyclical
6901.TW,,Equity,tw_twse,Taiwan,Asset Management,,Financial Services
6902.TW,,Equity,tw_twse,Taiwan,Software - Application,,Technology
6906.TW,,Equity,tw_twse,Taiwan,Information Technology Services,,Technology
6909.TW,,Equity,tw_twse,Taiwan,Specialty Industrial Machinery,,Industrials
6914.TW,,Equity,tw_twse,Taiwan,Business Equipment & Supplies,,Industrials
6916.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6918.TW,,Equity,tw_twse,Taiwan,Medical Devices,,Healthcare
6919.TW,,Equity,tw_twse,Taiwan,Biotechnology,,Healthcare
6921.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
6923.TW,,Equity,tw_twse,Taiwan,Waste Management,,Industrials
6924.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6928.TW,,Equity,tw_twse,Taiwan,Computer Hardware,,Technology
6931.TW,,Equity,tw_twse,Taiwan,Medical Care Facilities,,Healthcare
6933.TW,,Equity,tw_twse,Taiwan,Computer Hardware,,Technology
6936.TW,,Equity,tw_twse,Taiwan,Farm Products,,Consumer Defensive
6937.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
6944.TW,,Equity,tw_twse,Taiwan,Pollution & Treatment Controls,,Industrials
6949.TW,,Equity,tw_twse,Taiwan,Biotechnology,,Healthcare
6951.TW,,Equity,tw_twse,Taiwan,Waste Management,,Industrials
6952.TW,,Equity,tw_twse,Taiwan,Farm Products,,Consumer Defensive
6955.TW,,Equity,tw_twse,Taiwan,Medical Devices,,Healthcare
6957.TW,,Equity,tw_twse,Taiwan,"Furnishings, Fixtures & Appliances",,Consumer Cyclical
6958.TW,,Equity,tw_twse,Taiwan,Credit Services,,Financial Services
6962.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6965.TW,,Equity,tw_twse,Taiwan,Footwear & Accessories,,Consumer Cyclical
6969.TW,,Equity,tw_twse,Taiwan,Conglomerates,,Industrials
6988.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
6994.TW,,Equity,tw_twse,Taiwan,Utilities - Renewable,,Utilities
7610.TW,,Equity,tw_twse,Taiwan,Other Industrial Metals & Mining,,Basic Materials
7631.TW,,Equity,tw_twse,Taiwan,Engineering & Construction,,Industrials
7705.TW,,Equity,tw_twse,Taiwan,Restaurants,,Consumer Cyclical
7711.TW,,Equity,tw_twse,Taiwan,Computer Hardware,,Technology
7721.TW,,Equity,tw_twse,Taiwan,Software - Infrastructure,,Technology
7722.TW,,Equity,tw_twse,Taiwan,Software - Infrastructure,,Technology
7730.TW,,Equity,tw_twse,Taiwan,Specialty Industrial Machinery,,Industrials
7732.TW,,Equity,tw_twse,Taiwan,Electrical Equipment & Parts,,Industrials
7736.TW,,Equity,tw_twse,Taiwan,Auto Parts,,Consumer Cyclical
7740.TW,,Equity,tw_twse,Taiwan,Utilities - Regulated Electric,,Utilities
7750.TW,,Equity,tw_twse,Taiwan,Electrical Equipment & Parts,,Industrials
7765.TW,,Equity,tw_twse,Taiwan,Information Technology Services,,Technology
7769.TW,,Equity,tw_twse,Taiwan,Semiconductor Equipment & Materials,,Technology
7780.TW,,Equity,tw_twse,Taiwan,Packaged Foods,,Consumer Defensive
7786.TW,,Equity,tw_twse,Taiwan,Specialty Business Services,,Industrials
7788.TW,,Equity,tw_twse,Taiwan,Electrical Equipment & Parts,,Industrials
7791.TW,,Equity,tw_twse,Taiwan,Packaged Foods,,Consumer Defensive
7795.TW,,Equity,tw_twse,Taiwan,Specialty Industrial Machinery,,Industrials
7799.TW,,Equity,tw_twse,Taiwan,Medical Devices,,Healthcare
8011.TW,,Equity,tw_twse,Taiwan,Communication Equipment,,Technology
8016.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
8021.TW,,Equity,tw_twse,Taiwan,Tools & Accessories,,Industrials
8028.TW,,Equity,tw_twse,Taiwan,Semiconductor Equipment & Materials,,Technology
8033.TW,,Equity,tw_twse,Taiwan,Leisure,,Consumer Cyclical
8039.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
8045.TW,,Equity,tw_twse,Taiwan,Communication Equipment,,Technology
8046.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
8070.TW,,Equity,tw_twse,Taiwan,Electronics & Computer Distribution,,Technology
8072.TW,,Equity,tw_twse,Taiwan,Electronics & Computer Distribution,,Technology
8081.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
8101.TW,,Equity,tw_twse,Taiwan,Communication Equipment,,Technology
8103.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
8104.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
8105.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
8110.TW,,Equity,tw_twse,Taiwan,Semiconductor Equipment & Materials,,Technology
8112.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
8114.TW,,Equity,tw_twse,Taiwan,Business Equipment & Supplies,,Industrials
8131.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
8150.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
8162.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
8163.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
8201.TW,,Equity,tw_twse,Taiwan,Consumer Electronics,,Technology
8210.TW,,Equity,tw_twse,Taiwan,Computer Hardware,,Technology
8213.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
8215.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
8222.TW,,Equity,tw_twse,Taiwan,Aerospace & Defense,,Industrials
8249.TW,,Equity,tw_twse,Taiwan,Electrical Equipment & Parts,,Industrials
8261.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
8271.TW,,Equity,tw_twse,Taiwan,Semiconductors,,Technology
8341.TW,,Equity,tw_twse,Taiwan,Waste Management,,Industrials
8367.TW,,Equity,tw_twse,Taiwan,Marine Shipping,,Industrials
8374.TW,,Equity,tw_twse,Taiwan,Industrial Distribution,,Industrials
8404.TW,,Equity,tw_twse,Taiwan,Footwear & Accessories,,Consumer Cyclical
8411.TW,,Equity,tw_twse,Taiwan,Packaging & Containers,,Consumer Cyclical
8422.TW,,Equity,tw_twse,Taiwan,Waste Management,,Industrials
8429.TW,,Equity,tw_twse,Taiwan,Apparel Manufacturing,,Consumer Cyclical
8438.TW,,Equity,tw_twse,Taiwan,Chemicals,,Basic Materials
8442.TW,,Equity,tw_twse,Taiwan,Leisure,,Consumer Cyclical
8443.TW,,Equity,tw_twse,Taiwan,Footwear & Accessories,,Consumer Cyclical
8454.TW,,Equity,tw_twse,Taiwan,Internet Retail,,Consumer Cyclical
8462.TW,,Equity,tw_twse,Taiwan,Leisure,,Consumer Cyclical
8463.TW,,Equity,tw_twse,Taiwan,Building Materials,,Basic Materials
8464.TW,,Equity,tw_twse,Taiwan,"Furnishings, Fixtures & Appliances",,Consumer Cyclical
8466.TW,,Equity,tw_twse,Taiwan,Building Products & Equipment,,Industrials
8467.TW,,Equity,tw_twse,Taiwan,Leisure,,Consumer Cyclical
8473.TW,,Equity,tw_twse,Taiwan,Waste Management,,Industrials
8476.TW,,Equity,tw_twse,Taiwan,Waste Management,,Industrials
8478.TW,,Equity,tw_twse,Taiwan,Recreational Vehicles,,Consumer Cyclical
8481.TW,,Equity,tw_twse,Taiwan,Specialty Business Services,,Industrials
8482.TW,,Equity,tw_twse,Taiwan,"Furnishings, Fixtures & Appliances",,Consumer Cyclical
8487.TW,,Equity,tw_twse,Taiwan,Entertainment,,Communication Services
8488.TW,,Equity,tw_twse,Taiwan,Packaging & Containers,,Consumer Cyclical
8499.TW,,Equity,tw_twse,Taiwan,Electronic Components,,Technology
8926.TW,,Equity,tw_twse,Taiwan,Engineering & Construction,,Industrials
8940.TW,,Equity,tw_twse,Taiwan,Restaurants,,Consumer Cyclical
8996.TW,,Equity,tw_twse,Taiwan,Specialty Industrial Machinery,,Industrials
9103.TW,,Equity,tw_twse,Taiwan,Medical Instruments & Supplies,,Healthcare
9105.TW,,Equity,tw_twse,Taiwan,Computer Hardware,,Technology
9136.TW,,Equity,tw_twse,Taiwan,Computer Hardware,,Technology
9802.TW,,Equity,tw_twse,Taiwan,Footwear & Accessories,,Consumer Cyclical
9902.TW,,Equity,tw_twse,Taiwan,Real Estate Services,,Real Estate
9904.TW,,Equity,tw_twse,Taiwan,Footwear & Accessories,,Consumer Cyclical
9905.TW,,Equity,tw_twse,Taiwan,Packaging & Containers,,Consumer Cyclical
9906.TW,,Equity,tw_twse,Taiwan,Engineering & Construction,,Industrials
9907.TW,,Equity,tw_twse,Taiwan,Packaging & Containers,,Consumer Cyclical
9908.TW,,Equity,tw_twse,Taiwan,Utilities - Regulated Gas,,Utilities
9910.TW,,Equity,tw_twse,Taiwan,Footwear & Accessories,,Consumer Cyclical
